Date,State,Min Temp (K),Max Temp (K),Max Wind Speed (m/s),Afternoon Humidity,Afternoon Pressure,Morning Temp,Afternoon Temp,Total Precipitation
2009-08-30,NSW,286.84999999999997,292.65,,23.0,1010.6,287.04999999999995,291.95,NA
2009-08-31,NSW,282.34999999999997,294.65,,30.0,1014.0,287.84999999999997,294.54999999999995,NA
2009-09-01,NSW,284.25,295.15,,36.0,1019.6,289.25,292.34999999999997,NA
2009-09-02,NSW,282.84999999999997,291.84999999999997,,58.0,1021.8,287.54999999999995,290.84999999999997,NA
2009-09-03,NSW,285.15,294.25,,84.0,1018.9,288.34999999999997,289.45,NA
2009-09-04,NSW,287.84999999999997,298.45,,43.0,1010.0,289.15,298.15,NA
2009-09-05,NSW,287.84999999999997,294.34999999999997,,35.0,1015.1,291.34999999999997,292.95,NA
2009-09-06,NSW,283.54999999999995,291.34999999999997,,58.0,1014.0,287.54999999999995,290.84999999999997,NA
2009-09-07,NSW,286.65,293.04999999999995,,57.0,1000.8,287.75,292.25,NA
2009-09-08,NSW,284.75,294.25,,56.0,1007.6,289.34999999999997,290.15,NA
2009-09-09,NSW,283.45,293.95,,35.0,1008.8,288.84999999999997,293.54999999999995,NA
2009-09-10,NSW,283.15,295.34999999999997,,38.0,1013.9,289.15,292.95,NA
2009-09-11,NSW,282.65,295.54999999999995,,47.0,1019.4,288.34999999999997,291.54999999999995,NA
2009-09-12,NSW,284.15,301.65,,27.0,1019.1,290.45,298.65,NA
2009-09-13,NSW,290.45,305.34999999999997,,17.0,1015.5,298.34999999999997,305.04999999999995,NA
2009-09-14,NSW,291.25,292.84999999999997,,60.0,1021.3,291.65,291.54999999999995,NA
2009-09-15,NSW,288.54999999999995,293.54999999999995,,66.0,1016.4,290.04999999999995,292.84999999999997,NA
2009-09-16,NSW,288.75,295.34999999999997,,79.0,1019.7,290.54999999999995,292.65,NA
2009-09-17,NSW,287.84999999999997,305.25,,25.0,1010.1,295.34999999999997,304.34999999999997,NA
2009-09-18,NSW,292.15,296.65,,51.0,1018.4,295.84999999999997,294.34999999999997,NA
2009-09-19,NSW,286.25,293.95,,63.0,1013.0,291.45,292.54999999999995,NA
2009-09-20,NSW,286.95,297.84999999999997,,30.0,1010.9,293.84999999999997,296.84999999999997,NA
2009-09-21,NSW,288.84999999999997,298.95,,67.0,1012.0,291.95,292.45,NA
2009-09-22,NSW,290.25,304.84999999999997,,34.0,998.3,298.95,304.04999999999995,NA
2009-09-23,NSW,290.15,294.95,,36.0,997.8,290.45,294.04999999999995,NA
2009-09-24,NSW,288.25,298.15,,26.0,1009.6,291.95,297.15,NA
2009-09-25,NSW,286.65,298.54999999999995,,33.0,1007.0,294.15,295.54999999999995,NA
2009-09-26,NSW,290.25,292.75,,19.0,1004.5,290.84999999999997,291.54999999999995,NA
2009-09-27,NSW,283.25,290.34999999999997,,23.0,1004.1,287.04999999999995,290.04999999999995,NA
2009-09-28,NSW,284.15,294.54999999999995,,31.0,1005.6,288.34999999999997,292.84999999999997,NA
2009-09-29,NSW,284.54999999999995,294.15,,45.0,1011.8,290.15,291.95,NA
2009-09-30,NSW,284.04999999999995,298.75,,34.0,1012.6,291.54999999999995,295.15,NA
2009-10-01,NSW,288.04999999999995,306.25,,10.0,1007.7,298.75,305.95,NA
2009-10-02,NSW,289.65,293.84999999999997,,68.0,1010.0,291.45,292.54999999999995,NA
2009-10-03,NSW,286.75,288.34999999999997,,89.0,1014.1,286.95,287.65,NA
2009-10-04,NSW,286.04999999999995,290.15,,61.0,1019.8,286.65,289.75,NA
2009-10-05,NSW,286.25,293.34999999999997,,65.0,1017.1,287.34999999999997,291.54999999999995,NA
2009-10-06,NSW,284.65,292.75,,64.0,1016.7,286.65,291.15,NA
2009-10-07,NSW,283.75,292.45,,29.0,1011.3,287.25,291.65,NA
2009-10-08,NSW,283.65,290.65,,48.0,1019.9,286.95,290.04999999999995,NA
2009-10-09,NSW,282.75,290.25,,76.0,1026.0,286.65,287.04999999999995,NA
2009-10-10,NSW,282.04999999999995,291.75,,59.0,1027.3,285.15,290.75,NA
2009-10-11,NSW,284.95,292.45,,57.0,1019.8,286.25,292.34999999999997,NA
2009-10-12,NSW,284.45,295.75,,63.0,1006.4,290.95,294.25,NA
2009-10-13,NSW,290.15,297.65,,21.0,998.7,293.25,297.15,NA
2009-10-14,NSW,288.34999999999997,295.25,,34.0,1000.7,292.84999999999997,290.95,NA
2009-10-15,NSW,286.95,296.15,,28.0,1006.2,291.95,295.15,NA
2009-10-16,NSW,284.95,294.34999999999997,,19.0,1011.8,288.25,293.65,NA
2009-10-17,NSW,284.75,294.34999999999997,,43.0,1020.6,289.95,293.45,NA
2009-10-18,NSW,286.95,291.95,,61.0,1025.3,288.65,291.65,NA
2009-10-19,NSW,285.54999999999995,293.95,,57.0,1024.7,289.75,293.54999999999995,NA
2009-10-20,NSW,287.45,296.15,,62.0,1018.7,292.15,295.15,NA
2009-10-21,NSW,288.75,307.75,,28.0,1016.8,294.25,302.84999999999997,NA
2009-10-22,NSW,291.04999999999995,294.45,,63.0,1022.6,291.65,293.15,NA
2009-10-23,NSW,290.65,296.04999999999995,,70.0,1014.7,294.45,294.75,NA
2009-10-24,NSW,289.95,295.25,,56.0,1016.3,292.84999999999997,294.04999999999995,NA
2009-10-25,NSW,291.04999999999995,294.04999999999995,,94.0,1015.7,293.45,289.65,NA
2009-10-26,NSW,287.54999999999995,290.15,,60.0,1025.3,287.84999999999997,289.75,NA
2009-10-27,NSW,287.84999999999997,291.95,,56.0,1027.7,290.15,291.54999999999995,NA
2009-10-28,NSW,287.15,295.95,,68.0,,291.95,294.25,NA
2009-10-29,NSW,290.15,295.15,,66.0,1023.8,291.65,293.95,NA
2009-10-30,NSW,290.45,296.54999999999995,,60.0,1020.6,293.65,295.95,NA
2009-10-31,NSW,291.84999999999997,295.95,,65.0,1023.4,293.15,295.25,NA
2009-11-01,NSW,290.04999999999995,297.34999999999997,,58.0,1019.9,294.84999999999997,296.54999999999995,NA
2009-11-02,NSW,291.95,299.15,,68.0,1017.5,293.75,297.65,NA
2009-11-03,NSW,292.04999999999995,310.04999999999995,,18.0,1006.6,297.15,309.45,NA
2009-11-04,NSW,292.54999999999995,293.04999999999995,,76.0,1015.5,292.84999999999997,292.25,NA
2009-11-05,NSW,290.04999999999995,292.95,,68.0,1021.9,292.54999999999995,292.25,NA
2009-11-06,NSW,289.84999999999997,294.45,,57.0,1027.1,292.34999999999997,293.95,NA
2009-11-07,NSW,290.34999999999997,296.04999999999995,,60.0,1030.0,294.04999999999995,295.65,NA
2009-11-08,NSW,292.25,295.04999999999995,,89.0,1028.8,293.54999999999995,293.04999999999995,NA
2009-11-09,NSW,292.25,296.34999999999997,,61.0,1024.0,294.04999999999995,295.95,NA
2009-11-10,NSW,289.04999999999995,297.04999999999995,,54.0,1020.0,294.75,296.34999999999997,NA
2009-11-11,NSW,288.54999999999995,297.04999999999995,,64.0,1021.3,294.15,296.25,NA
2009-11-12,NSW,289.75,299.84999999999997,,54.0,1013.4,295.15,299.15,NA
2009-11-13,NSW,292.65,296.15,,60.0,1019.2,294.84999999999997,295.65,NA
2009-11-14,NSW,288.15,297.45,,56.0,1011.4,293.25,296.54999999999995,NA
2009-11-15,NSW,291.65,298.25,,63.0,1011.7,295.34999999999997,296.95,NA
2009-11-16,NSW,291.84999999999997,300.75,,62.0,1002.0,295.75,299.75,NA
2009-11-17,NSW,292.54999999999995,296.75,,59.0,1009.7,294.25,294.15,NA
2009-11-18,NSW,290.95,296.95,,51.0,1010.3,292.95,296.34999999999997,NA
2009-11-19,NSW,291.54999999999995,299.65,,63.0,1009.2,296.75,299.15,NA
2009-11-20,NSW,294.15,306.34999999999997,,52.0,1005.7,299.34999999999997,302.15,NA
2009-11-21,NSW,295.15,304.65,,45.0,1006.6,298.54999999999995,303.34999999999997,NA
2009-11-22,NSW,294.34999999999997,313.54999999999995,,19.0,1001.5,297.15,312.95,NA
2009-11-23,NSW,293.04999999999995,295.95,,68.0,1022.6,294.54999999999995,293.54999999999995,NA
2009-11-24,NSW,291.25,294.65,,74.0,1024.3,291.84999999999997,293.75,NA
2009-11-25,NSW,291.45,298.15,,74.0,1018.4,294.45,297.15,NA
2009-11-26,NSW,294.45,299.75,,67.0,1011.2,295.45,297.95,NA
2009-11-27,NSW,294.45,306.34999999999997,,41.0,1007.1,299.25,301.84999999999997,NA
2009-11-28,NSW,294.25,302.45,,51.0,1000.2,299.15,301.34999999999997,NA
2009-11-29,NSW,292.65,303.65,,20.0,998.7,298.45,302.45,NA
2009-11-30,NSW,291.25,296.25,,61.0,1009.2,294.34999999999997,292.75,NA
2009-12-01,NSW,287.45,294.34999999999997,,59.0,1017.4,291.04999999999995,292.54999999999995,NA
2009-12-02,NSW,286.65,295.75,,44.0,1021.7,290.45,294.65,NA
2009-12-03,NSW,288.34999999999997,295.75,,52.0,1017.9,292.84999999999997,295.15,NA
2009-12-04,NSW,290.45,297.54999999999995,,61.0,1015.6,294.95,295.65,NA
2009-12-05,NSW,291.34999999999997,296.54999999999995,,64.0,1012.6,293.34999999999997,295.15,NA
2009-12-06,NSW,291.84999999999997,298.75,,58.0,1015.0,296.54999999999995,296.95,NA
2009-12-07,NSW,294.84999999999997,301.65,,62.0,1007.4,298.54999999999995,300.45,NA
2009-12-08,NSW,293.25,300.75,,70.0,1000.8,295.75,297.25,NA
2009-12-09,NSW,291.54999999999995,297.15,,59.0,1010.2,292.34999999999997,295.15,NA
2009-12-10,NSW,292.34999999999997,301.95,,70.0,1006.0,296.54999999999995,297.95,NA
2009-12-11,NSW,293.04999999999995,301.95,,30.0,1013.1,297.25,298.25,NA
2009-12-12,NSW,290.04999999999995,300.25,,55.0,1014.0,295.84999999999997,297.95,NA
2009-12-13,NSW,293.45,300.54999999999995,,61.0,1015.2,296.65,299.04999999999995,NA
2009-12-14,NSW,293.15,297.45,,69.0,1021.1,294.45,294.25,NA
2009-12-15,NSW,292.25,297.65,,62.0,1020.3,297.45,296.75,NA
2009-12-16,NSW,294.84999999999997,299.65,,70.0,1016.1,297.25,299.15,NA
2009-12-17,NSW,294.65,305.15,,51.0,1008.5,299.15,302.95,NA
2009-12-18,NSW,293.34999999999997,294.54999999999995,,83.0,1016.7,293.34999999999997,291.65,NA
2009-12-19,NSW,290.04999999999995,302.04999999999995,,34.0,1013.9,294.54999999999995,300.54999999999995,NA
2009-12-20,NSW,292.75,295.65,,59.0,1019.8,294.04999999999995,294.95,NA
2009-12-21,NSW,293.04999999999995,298.04999999999995,,64.0,1012.6,295.54999999999995,296.45,NA
2009-12-22,NSW,292.84999999999997,302.54999999999995,,53.0,1009.7,297.75,300.25,NA
2009-12-23,NSW,292.84999999999997,,,68.0,1012.4,298.25,299.34999999999997,NA
2009-12-24,NSW,,,,69.0,1009.9,,298.65,NA
2009-12-25,NSW,294.75,301.25,,85.0,1011.0,297.75,293.84999999999997,NA
2009-12-26,NSW,290.84999999999997,293.34999999999997,,85.0,1016.4,290.95,291.75,NA
2009-12-27,NSW,290.84999999999997,296.04999999999995,,80.0,1016.1,293.34999999999997,295.45,NA
2009-12-28,NSW,293.25,296.25,,83.0,1015.4,293.75,295.84999999999997,NA
2009-12-29,NSW,292.95,299.25,,55.0,1021.2,296.15,299.04999999999995,NA
2009-12-30,NSW,292.95,298.34999999999997,,57.0,1023.1,295.54999999999995,297.65,NA
2009-12-31,NSW,293.25,297.95,,83.0,1017.2,294.04999999999995,296.45,NA
2010-01-01,NSW,294.04999999999995,302.45,,56.0,1010.4,297.45,302.15,NA
2010-01-02,NSW,296.45,303.84999999999997,,79.0,1005.7,298.75,298.04999999999995,NA
2010-01-03,NSW,292.04999999999995,294.65,,74.0,1016.0,293.25,293.95,NA
2010-01-04,NSW,291.34999999999997,297.04999999999995,,58.0,1019.1,294.54999999999995,296.34999999999997,NA
2010-01-05,NSW,291.45,299.25,,60.0,1014.6,296.75,298.84999999999997,NA
2010-01-06,NSW,294.95,300.75,,71.0,1013.8,295.65,297.95,NA
2010-01-07,NSW,293.95,298.04999999999995,,59.0,1017.4,294.95,296.54999999999995,NA
2010-01-08,NSW,294.04999999999995,298.75,,59.0,1019.7,296.04999999999995,298.65,NA
2010-01-09,NSW,293.95,305.54999999999995,,51.0,1014.6,297.54999999999995,303.75,NA
2010-01-10,NSW,297.25,303.15,,56.0,1015.4,301.45,302.04999999999995,NA
2010-01-11,NSW,295.25,298.95,,60.0,1016.1,297.34999999999997,298.95,NA
2010-01-12,NSW,296.15,303.45,,65.0,1008.5,298.15,301.54999999999995,NA
2010-01-13,NSW,296.84999999999997,300.84999999999997,,69.0,1011.0,300.15,298.54999999999995,NA
2010-01-14,NSW,292.65,296.04999999999995,,75.0,1017.6,292.75,294.15,NA
2010-01-15,NSW,292.15,298.25,,74.0,1017.2,294.84999999999997,297.54999999999995,NA
2010-01-16,NSW,294.84999999999997,299.04999999999995,,63.0,1009.6,296.54999999999995,297.65,NA
2010-01-17,NSW,293.45,300.45,,68.0,1003.0,297.75,298.75,NA
2010-01-18,NSW,289.84999999999997,298.84999999999997,,14.0,1002.5,294.15,298.25,NA
2010-01-19,NSW,288.75,299.95,,31.0,1007.4,292.95,296.04999999999995,NA
2010-01-20,NSW,290.54999999999995,302.04999999999995,,34.0,1007.8,296.34999999999997,299.75,NA
2010-01-21,NSW,292.65,300.54999999999995,,58.0,1008.4,297.15,300.54999999999995,NA
2010-01-22,NSW,295.75,305.75,,64.0,1008.8,298.15,302.34999999999997,NA
2010-01-23,NSW,298.15,314.45,,17.0,1005.4,305.04999999999995,313.04999999999995,NA
2010-01-24,NSW,291.54999999999995,296.15,,66.0,1014.5,292.65,295.75,NA
2010-01-25,NSW,292.65,299.25,,70.0,1011.8,295.54999999999995,298.84999999999997,NA
2010-01-26,NSW,295.45,302.15,,69.0,1007.2,298.25,300.84999999999997,NA
2010-01-27,NSW,296.04999999999995,300.25,,72.0,1013.6,296.54999999999995,298.15,NA
2010-01-28,NSW,295.34999999999997,299.75,,81.0,1009.5,296.84999999999997,297.75,NA
2010-01-29,NSW,292.75,303.34999999999997,,53.0,1010.0,295.34999999999997,302.75,NA
2010-01-30,NSW,293.65,300.45,,66.0,1017.9,294.75,299.54999999999995,NA
2010-01-31,NSW,294.65,299.75,,70.0,1014.6,298.75,299.15,NA
2010-02-01,NSW,295.75,300.84999999999997,,66.0,1016.1,298.75,299.75,NA
2010-02-02,NSW,295.84999999999997,300.84999999999997,,60.0,1016.4,298.15,299.04999999999995,NA
2010-02-03,NSW,294.54999999999995,300.45,,66.0,1014.3,295.15,300.34999999999997,NA
2010-02-04,NSW,295.04999999999995,300.34999999999997,,76.0,1011.3,298.34999999999997,299.25,NA
2010-02-05,NSW,296.25,299.65,,88.0,1008.8,298.95,298.04999999999995,NA
2010-02-06,NSW,293.65,295.54999999999995,,95.0,1016.2,294.75,295.34999999999997,NA
2010-02-07,NSW,293.34999999999997,298.15,,86.0,1020.8,294.25,296.95,NA
2010-02-08,NSW,294.15,300.75,,70.0,1021.9,296.65,299.45,NA
2010-02-09,NSW,295.95,300.75,,65.0,1021.2,297.45,300.45,NA
2010-02-10,NSW,294.84999999999997,301.04999999999995,,61.0,1017.6,298.75,300.45,NA
2010-02-11,NSW,294.54999999999995,301.34999999999997,,60.0,1013.5,298.45,300.54999999999995,NA
2010-02-12,NSW,297.04999999999995,310.95,,32.0,1005.5,300.04999999999995,310.54999999999995,NA
2010-02-13,NSW,294.54999999999995,298.65,,80.0,1010.2,295.25,298.34999999999997,NA
2010-02-14,NSW,295.25,299.54999999999995,,92.0,1004.5,296.65,297.04999999999995,NA
2010-02-15,NSW,293.34999999999997,303.15,,67.0,1003.5,294.54999999999995,301.65,NA
2010-02-16,NSW,294.45,299.54999999999995,,57.0,1013.6,295.45,298.15,NA
2010-02-17,NSW,291.65,298.75,,56.0,1016.0,294.54999999999995,298.54999999999995,NA
2010-02-18,NSW,291.45,299.04999999999995,,51.0,1023.4,296.84999999999997,298.04999999999995,NA
2010-02-19,NSW,293.34999999999997,298.65,,51.0,1023.1,295.75,298.15,NA
2010-02-20,NSW,292.04999999999995,300.45,,54.0,1018.4,295.34999999999997,299.25,NA
2010-02-21,NSW,293.84999999999997,302.95,,59.0,1014.8,296.65,301.75,NA
2010-02-22,NSW,296.34999999999997,308.54999999999995,,46.0,1011.7,299.84999999999997,305.65,NA
2010-02-23,NSW,299.15,301.75,,60.0,1016.3,301.65,296.84999999999997,NA
2010-02-24,NSW,294.25,297.25,,52.0,1021.4,295.54999999999995,296.95,NA
2010-02-25,NSW,293.65,297.75,,46.0,1026.6,296.45,297.34999999999997,NA
2010-02-26,NSW,291.25,298.25,,58.0,1024.4,293.34999999999997,297.75,NA
2010-02-27,NSW,291.54999999999995,300.15,,60.0,1017.8,295.04999999999995,299.65,NA
2010-02-28,NSW,294.15,299.84999999999997,,72.0,1014.3,296.84999999999997,298.95,NA
2010-03-01,NSW,292.34999999999997,292.84999999999997,,84.0,1018.4,292.54999999999995,292.34999999999997,NA
2010-03-02,NSW,290.45,296.15,,52.0,1018.2,292.65,294.95,NA
2010-03-03,NSW,291.34999999999997,297.54999999999995,,53.0,1018.2,295.84999999999997,296.65,NA
2010-03-04,NSW,290.34999999999997,298.34999999999997,,67.0,1013.7,294.04999999999995,297.84999999999997,NA
2010-03-05,NSW,293.65,298.25,,83.0,1009.6,297.04999999999995,296.65,NA
2010-03-06,NSW,294.04999999999995,299.84999999999997,,77.0,1010.8,295.54999999999995,298.25,NA
2010-03-07,NSW,295.45,299.54999999999995,,68.0,1012.0,298.15,298.75,NA
2010-03-08,NSW,295.75,302.34999999999997,,65.0,1009.6,297.95,300.54999999999995,NA
2010-03-09,NSW,293.95,303.15,,35.0,1012.2,297.04999999999995,302.75,NA
2010-03-10,NSW,292.34999999999997,293.95,,67.0,1022.5,292.45,293.54999999999995,NA
2010-03-11,NSW,291.34999999999997,297.34999999999997,,49.0,1031.5,293.54999999999995,296.75,NA
2010-03-12,NSW,291.84999999999997,297.65,,54.0,1034.8,296.45,295.65,NA
2010-03-13,NSW,290.54999999999995,297.84999999999997,,52.0,1032.9,293.65,295.95,NA
2010-03-14,NSW,289.34999999999997,297.75,,50.0,1027.8,291.84999999999997,296.15,NA
2010-03-15,NSW,291.15,298.34999999999997,,57.0,1022.4,292.84999999999997,297.65,NA
2010-03-16,NSW,290.54999999999995,298.65,,54.0,1022.7,293.15,298.25,NA
2010-03-17,NSW,288.75,299.15,,54.0,1024.5,291.95,297.54999999999995,NA
2010-03-18,NSW,290.15,299.65,,51.0,1023.7,292.95,298.45,NA
2010-03-19,NSW,291.34999999999997,300.54999999999995,,60.0,1019.2,293.25,300.04999999999995,NA
2010-03-20,NSW,292.95,302.15,,68.0,1019.5,295.95,299.65,NA
2010-03-21,NSW,294.84999999999997,304.04999999999995,,56.0,1014.3,296.65,301.15,NA
2010-03-22,NSW,293.95,298.15,,57.0,1018.7,295.65,297.25,NA
2010-03-23,NSW,291.84999999999997,300.15,,60.0,1017.4,294.75,299.25,NA
2010-03-24,NSW,291.84999999999997,299.15,,58.0,1020.8,293.45,298.45,NA
2010-03-25,NSW,292.65,298.65,,61.0,1019.6,294.25,297.95,NA
2010-03-26,NSW,292.65,302.75,,52.0,1015.4,295.75,302.65,NA
2010-03-27,NSW,295.54999999999995,300.04999999999995,,66.0,1018.4,296.15,298.65,NA
2010-03-28,NSW,293.95,299.54999999999995,,66.0,1014.9,296.25,299.34999999999997,NA
2010-03-29,NSW,295.54999999999995,300.65,,56.0,1016.4,296.34999999999997,299.84999999999997,NA
2010-03-30,NSW,293.65,294.45,,88.0,1018.4,293.75,294.34999999999997,NA
2010-03-31,NSW,292.04999999999995,296.25,,67.0,1017.5,294.15,295.15,NA
2010-04-01,NSW,289.15,298.45,,45.0,1016.3,291.54999999999995,297.95,NA
2010-04-02,NSW,290.34999999999997,297.75,,46.0,1018.5,292.15,297.45,NA
2010-04-03,NSW,289.04999999999995,297.15,,56.0,1020.0,291.75,295.25,NA
2010-04-04,NSW,288.54999999999995,295.54999999999995,,59.0,1020.5,290.84999999999997,293.84999999999997,NA
2010-04-05,NSW,288.34999999999997,294.65,,64.0,1019.0,292.75,293.65,NA
2010-04-06,NSW,290.15,296.45,,62.0,1017.6,294.54999999999995,295.54999999999995,NA
2010-04-07,NSW,291.65,299.04999999999995,,65.0,1012.3,292.25,297.65,NA
2010-04-08,NSW,292.15,301.84999999999997,,71.0,1011.8,295.34999999999997,297.45,NA
2010-04-09,NSW,289.54999999999995,298.15,,55.0,1011.1,293.95,295.54999999999995,NA
2010-04-10,NSW,290.34999999999997,301.04999999999995,,41.0,1007.6,291.75,300.75,NA
2010-04-11,NSW,291.75,301.04999999999995,,33.0,1006.0,297.65,300.84999999999997,NA
2010-04-12,NSW,288.04999999999995,297.65,,22.0,1011.7,289.95,297.34999999999997,NA
2010-04-13,NSW,286.25,295.45,,46.0,1020.3,290.75,294.45,NA
2010-04-14,NSW,285.45,298.15,,49.0,1019.3,289.04999999999995,296.15,NA
2010-04-15,NSW,288.04999999999995,298.04999999999995,,62.0,1020.5,290.65,296.45,NA
2010-04-16,NSW,290.04999999999995,295.45,,64.0,1025.1,291.25,294.95,NA
2010-04-17,NSW,288.95,298.45,,63.0,1026.0,292.25,297.34999999999997,NA
2010-04-18,NSW,,298.15,,66.0,1024.3,293.04999999999995,296.75,NA
2010-04-19,NSW,290.34999999999997,298.04999999999995,,65.0,1023.7,293.65,297.34999999999997,NA
2010-04-20,NSW,290.45,297.95,,57.0,1021.7,293.15,297.54999999999995,NA
2010-04-21,NSW,289.84999999999997,297.34999999999997,,63.0,1020.4,290.75,297.04999999999995,NA
2010-04-22,NSW,289.84999999999997,298.84999999999997,,63.0,1019.4,292.45,297.04999999999995,NA
2010-04-23,NSW,289.75,303.84999999999997,,50.0,1016.0,293.34999999999997,299.65,NA
2010-04-24,NSW,293.34999999999997,301.75,,49.0,1009.9,295.95,299.54999999999995,NA
2010-04-25,NSW,290.34999999999997,295.95,,70.0,1013.5,290.45,292.34999999999997,NA
2010-04-26,NSW,285.65,294.95,,46.0,1022.3,288.25,294.65,NA
2010-04-27,NSW,284.84999999999997,293.54999999999995,,41.0,1017.8,287.34999999999997,293.25,NA
2010-04-28,NSW,285.75,298.04999999999995,,32.0,1016.7,289.15,297.65,NA
2010-04-29,NSW,286.54999999999995,297.75,,35.0,1017.0,291.34999999999997,297.65,NA
2010-04-30,NSW,287.15,292.54999999999995,,64.0,1024.4,287.54999999999995,292.34999999999997,NA
2010-05-01,NSW,287.45,294.84999999999997,,74.0,1024.4,288.25,293.75,NA
2010-05-02,NSW,287.04999999999995,299.65,,30.0,1022.1,288.45,299.45,NA
2010-05-03,NSW,287.95,296.25,,60.0,1024.3,291.15,295.84999999999997,NA
2010-05-04,NSW,289.34999999999997,297.95,,54.0,1015.8,292.34999999999997,297.34999999999997,NA
2010-05-05,NSW,288.54999999999995,294.25,,41.0,1011.3,291.84999999999997,291.25,NA
2010-05-06,NSW,283.54999999999995,295.45,,34.0,1018.3,287.04999999999995,294.65,NA
2010-05-07,NSW,284.45,296.25,,33.0,1018.3,286.65,296.04999999999995,NA
2010-05-08,NSW,284.25,297.54999999999995,,46.0,1019.3,287.25,295.75,NA
2010-05-09,NSW,285.45,297.75,,50.0,1018.3,288.45,295.54999999999995,NA
2010-05-10,NSW,285.84999999999997,295.75,,61.0,1015.8,288.84999999999997,295.15,NA
2010-05-11,NSW,285.95,300.15,,19.0,1008.7,289.45,298.84999999999997,NA
2010-05-12,NSW,283.65,292.04999999999995,,29.0,1016.9,285.84999999999997,291.65,NA
2010-05-13,NSW,282.15,295.04999999999995,,36.0,1015.8,285.15,293.84999999999997,NA
2010-05-14,NSW,283.75,294.25,,35.0,1014.9,286.15,293.45,NA
2010-05-15,NSW,283.65,294.84999999999997,,47.0,1016.1,286.34999999999997,293.65,NA
2010-05-16,NSW,284.15,294.75,,60.0,1018.4,285.84999999999997,292.84999999999997,NA
2010-05-17,NSW,285.84999999999997,291.04999999999995,,68.0,1016.7,286.25,289.65,NA
2010-05-18,NSW,285.54999999999995,288.54999999999995,,92.0,1017.4,286.15,288.04999999999995,NA
2010-05-19,NSW,284.84999999999997,293.15,,62.0,1020.3,286.15,293.15,NA
2010-05-20,NSW,284.34999999999997,292.84999999999997,,55.0,1019.9,285.84999999999997,292.45,NA
2010-05-21,NSW,284.84999999999997,292.65,,58.0,1017.9,287.04999999999995,291.54999999999995,NA
2010-05-22,NSW,283.95,291.75,,58.0,1019.7,284.45,291.54999999999995,NA
2010-05-23,NSW,282.65,287.84999999999997,,93.0,1020.8,283.54999999999995,287.45,NA
2010-05-24,NSW,283.54999999999995,291.15,,68.0,1015.7,285.25,290.95,NA
2010-05-25,NSW,285.25,290.04999999999995,,84.0,1006.3,287.25,289.95,NA
2010-05-26,NSW,286.54999999999995,290.45,,94.0,1004.9,286.65,288.75,NA
2010-05-27,NSW,286.65,291.84999999999997,,62.0,1017.6,289.04999999999995,291.45,NA
2010-05-28,NSW,284.84999999999997,293.04999999999995,,53.0,1017.1,286.04999999999995,292.95,NA
2010-05-29,NSW,286.04999999999995,290.25,,87.0,1004.7,288.95,289.34999999999997,NA
2010-05-30,NSW,284.95,292.25,,56.0,1002.4,286.15,291.84999999999997,NA
2010-05-31,NSW,285.75,293.15,,68.0,1010.2,289.65,292.25,NA
2010-06-01,NSW,284.84999999999997,292.84999999999997,,60.0,1017.7,287.65,291.65,NA
2010-06-02,NSW,284.34999999999997,293.25,,63.0,1019.6,285.84999999999997,292.15,NA
2010-06-03,NSW,285.84999999999997,291.75,,90.0,1020.0,288.34999999999997,290.25,NA
2010-06-04,NSW,288.34999999999997,290.84999999999997,,94.0,1015.5,290.45,289.54999999999995,NA
2010-06-05,NSW,285.65,293.65,,67.0,1012.0,286.65,290.54999999999995,NA
2010-06-06,NSW,282.65,291.65,,70.0,1015.8,284.45,288.34999999999997,NA
2010-06-07,NSW,282.25,288.65,,77.0,1023.0,283.75,287.45,NA
2010-06-08,NSW,282.25,291.65,,62.0,1018.7,283.75,289.45,NA
2010-06-09,NSW,282.65,289.84999999999997,,34.0,1008.3,284.25,288.84999999999997,NA
2010-06-10,NSW,283.45,290.34999999999997,,30.0,1017.7,284.45,289.95,NA
2010-06-11,NSW,279.34999999999997,290.54999999999995,,37.0,1016.0,282.15,290.04999999999995,NA
2010-06-12,NSW,282.15,289.84999999999997,,42.0,1021.7,284.65,288.95,NA
2010-06-13,NSW,279.75,291.04999999999995,,50.0,1028.9,281.54999999999995,290.25,NA
2010-06-14,NSW,280.04999999999995,291.45,,50.0,1032.0,282.04999999999995,290.95,NA
2010-06-15,NSW,281.25,292.45,,56.0,1028.9,283.15,290.75,NA
2010-06-16,NSW,282.25,292.04999999999995,,59.0,1024.1,283.75,291.45,NA
2010-06-17,NSW,283.75,290.45,,69.0,1010.5,287.34999999999997,289.75,NA
2010-06-18,NSW,282.95,291.15,,39.0,1015.5,285.25,290.95,NA
2010-06-19,NSW,281.65,292.65,,41.0,1017.6,284.95,291.95,NA
2010-06-20,NSW,282.65,293.34999999999997,,40.0,1023.8,284.45,293.15,NA
2010-06-21,NSW,283.25,289.15,,80.0,1032.5,284.65,288.84999999999997,NA
2010-06-22,NSW,284.65,290.34999999999997,,78.0,1035.7,287.45,287.84999999999997,NA
2010-06-23,NSW,285.75,288.75,,90.0,1034.1,287.54999999999995,287.75,NA
2010-06-24,NSW,284.95,290.15,,64.0,1027.1,285.34999999999997,290.15,NA
2010-06-25,NSW,285.34999999999997,291.54999999999995,,65.0,1020.7,286.84999999999997,291.54999999999995,NA
2010-06-26,NSW,286.65,293.15,,50.0,1016.3,288.34999999999997,292.84999999999997,NA
